Basis,Shrinkwrap,adjustments,brow_center_DN,brow_center_UP,brow_inner_DN.L,brow_inner_DN.R,brow_inner_UP.L,brow_inner_UP.R,brow_outer_DN.L,brow_outer_DN.R,brow_outer_UP.L,brow_outer_up.R,eye-blink.LO.L,eye-blink.LO.R,eye-blink.UP.L,eye-blink.UP.R,eye-flare.LO.L,eye-flare.LO.R,eye-flare.UP.L,eye-flare.UP.R,eyes-look.dn,eyes-look.up,jaw,lip-DN.C.DN,lip-DN.C.UP,lip-DN.L.DN,lip-DN.L.UP,lip-DN.R.DN,lip-JAW.DN,lip-UP.C.DN,lip-UP.C.UP,lip-UP.L.DN,lip-UP.L.UP,lip-UP.R.DN,lip-UP.R.UP,lip.DN.R.UP,lips-frown.L,lips-frown.R,lips-narrow.L,lips-narrow.R,lips-smile.L,lips-smile.R,lips-wide.L,lips-wide.R,sneer.L,sneer.R,wince.L,wince.R
0,0,1,0.0394225121,0,0,0,0,0.0099003315,0,0,0,0,0.0417131186,0.0417105369,0.0883828849,0.0883835927,0,0,0,0,0.4719998837,0.2306183577,0.009142104,0,0.000654161,0.0009126961,0,0,0,0,0.0011444092,0,0.0214904547,0,0.0183805823,0.0011786819,0.0600144267,0.0043682754,0,0,0.0035647303,0.0773780048,0.0628139153,0.0533309653,0.0069439411,0.0077426434,0.0092938542,0.003452599
0,0,1,0.0357270241,0,0,0,0,0.0098988414,0,0,0,0,0.0389045812,0.0388976969,0.083320871,0.0833189264,0,0,0,0,0.4719998837,0.230121851,0.0079441694,0,0.0006526709,0.0009126961,0,0,0,0,0.0010952353,0,0.0202059746,0,0.0171095133,0.0011786819,0.055783987,0.0040605664,0,0,0.0035656616,0.0723425299,0.0579942614,0.049570784,0.006391108,0.0071257353,0.0085353851,0.0031501055
0,0,1,0.0321805477,0,0,0,0,0.0098988414,0,0,0,0,0.0360459052,0.0360477865,0.0780782551,0.0780748874,0,0,0,0,0.4719998837,0.2296386361,0.006858381,0,0.0006526709,0.0009141862,0,0,0,0,0.0010415912,0,0.0189349055,0,0.0158622861,0.0011779368,0.0516019762,0.0037550926,0,0,0.0035651028,0.067364797,0.0533142723,0.0458548106,0.0058591366,0.0065237284,0.007802248,0.0028654933
0,0,1,0.0287756324,0,0,0,0,0.0099003315,0,0,0,0,0.0331772789,0.0331731588,0.0726817995,0.0726857036,0,0,0,0,0.4719998837,0.2291700244,0.0058796318,0,0.0006511807,0.0009134412,0,0,0,0,0.0009939075,0,0.0176936388,0,0.0146284699,0.0011816621,0.0474892557,0.0034563243,0,0,0.0035643578,0.0624723732,0.0487849116,0.0422001071,0.0053450465,0.0059574842,0.007109344,0.0025942922
0,0,1,0.0255227089,0,0,0,0,0.0099018216,0,0,0,0,0.0303022303,0.0302966069,0.0671897605,0.0671879724,0,0,0,0,0.4719998837,0.2287176251,0.0050025177,0,0.0006534159,0.0009134412,0,0,0,0,0.0009447336,0,0.0164791942,0,0.0134244561,0.0011786819,0.0434629619,0.0031627715,0,0,0.0035656616,0.0576827675,0.0444163233,0.0386231169,0.0048607588,0.0054165721,0.0064402819,0.0023365021
0,0,1,0.0224128366,0,0,0,0,0.0099018216,0,0,0,0,0.027433157,0.0274362639,0.0616286099,0.0616266876,0,0,0,0,0.4719998837,0.2282826304,0.0042213383,0,0.0006526709,0.0009134412,0,0,0,0,0.0008970499,0,0.0153020024,0,0.0122517347,0.0011786819,0.0395447016,0.0028781593,0,0,0.0035664067,0.0530160964,0.0402179435,0.0351395234,0.0043913722,0.0048950315,0.0058084726,0.0020980835
0,0,1,0.0194609165,0,0,0,0,0.0098973513,0,0,0,0,0.0246088263,0.0246015899,0.056050431,0.0560500473,0,0,0,0,0.4719998837,0.2278661132,0.0035301969,0,0.0006526709,0.0009134412,0,0,0,0,0.0008493662,0,0.0141635537,0,0.0111147761,0.0011771917,0.0357441604,0.0026017427,0,0,0.0035665929,0.0484976918,0.0361984,0.0317641757,0.0039473176,0.004401803,0.005209446,0.0018715858
0,0,1,0.0166594982,0,0,0,0,0.0099033117,0,0,0,0,0.0218284111,0.0218255967,0.0505028665,0.0505055301,0,0,0,0,0.4719998837,0.2274692655,0.0029230641,0,0.0006511807,0.0009119511,0,0,0,0,0.0008016825,0,0.0130608678,0,0.0100195408,0.0011779368,0.0320851803,0.002335012,0,0,0.0035658479,0.0441398472,0.0323655419,0.0285108984,0.0035271049,0.0039324164,0.0046432018,0.0016599894
0,0,1,0.0140175223,0,0,0,0,0.0098988414,0,0,0,0,0.0191246197,0.0191261955,0.0450395718,0.0450336039,0,0,0,0,0.4719998837,0.2270926237,0.0023938903,0,0.0006519258,0.0009119511,0,0,0,0,0.0007644296,0,0.012011826,0,0.0089660287,0.0011794269,0.0285744667,0.0020790845,0,0,0.0035671517,0.0399634242,0.0287264809,0.0253924523,0.0031337142,0.003489852,0.0041112304,0.0014603138
0,0,1,0.0115334988,0,0,0,0,0.0098988414,0,0,0,0,0.0165171735,0.0165114067,0.0396946035,0.0396916196,0,0,0,0,0.4719998837,0.2267374992,0.001936546,0,0.0006526709,0.0009104609,0,0,0,0,0.0007256866,0,0.0110179186,0,0.007969141,0.001180172,0.0252306461,0.0018365681,0,0,0.0035641715,0.0359872356,0.0252875034,0.02242052,0.0027552247,0.0030770898,0.0036105514,0.0012770295
0,0,1,0.0092044473,0,0,0,0,0.0099018216,0,0,0,0,0.0140152639,0.0140138026,0.0345214456,0.0345198847,0,0,0,0,0.4719998837,0.2264041305,0.0015449918,0,0.0006519258,0.000911206,0,0,0,0,0.0006839633,0,0.0100776553,0,0.0070184469,0.001180172,0.0220634043,0.0016067177,0,0,0.0035651028,0.0322153792,0.0220542774,0.0196056031,0.0024035573,0.0026807189,0.0031381845,0.001104176
0,0,1,0.0070348382,0,0,0,0,0.0098973513,0,0,0,0,0.0116427504,0.0116398223,0.0295732338,0.0295687113,0,0,0,0,0.4719998837,0.2260932326,0.0012132579,0,0.0006526709,0.0009119511,0,0,0,0,0.0006496906,0,0.0091865659,0,0.0061258674,0.0011786819,0.019081682,0.0013887882,0,0,0.0035654753,0.0286690891,0.0190315992,0.0169570912,0.0020757318,0.0023171306,0.0027030706,0.000949204
0,0,1,0.0050261617,0,0,0,0,0.0099018216,0,0,0,0,0.0094147939,0.0094103636,0.0248754714,0.0248666033,0,0,0,0,0.4719998837,0.2258053422,0.0009355775,0,0.0006519258,0.0009119511,0,0,0,0,0.0006109476,0,0.0083565712,0,0.0052958727,0.0011816621,0.0162981451,0.0011861324,0,0,0.0035664067,0.0253560022,0.0162236616,0.0144831138,0.0017717481,0.001975894,0.0023007393,0.0008046627
0,0,1,0.0031769276,0,0,0,0,0.0098973513,0,0,0,0,0.00733585,0.0073299403,0.0204683822,0.0204638336,0,0,0,0,0.4719998837,0.225540638,0.0007062436,0,0.0006526709,0.0009119511,0,0,0,0,0.0005826354,0,0.0075951219,0,0.0045210123,0.0011786819,0.0137202442,0.0009987503,0,0,0.0035656616,0.0222861767,0.0136339571,0.0121907443,0.0014916062,0.0016599894,0.0019311905,0.0006690621
0,0,1,0.001488626,0,0,0,0,0.0099003315,0,0,0,0,0.0054239882,0.0054224869,0.0163843054,0.0163871832,0,0,0,0,0.4719998837,0.2252994776,0.0005198385,0,0.0006534159,0.0009119511,0,0,0,0,0.0005558133,0,0.0068932772,0,0.0038132071,0.0011824071,0.0113502145,0.0008258969,0,0,0.0035669655,0.0194679946,0.0112654641,0.0100860018,0.0012353063,0.0013768673,0.0015944242,0.0005498528
0,0,1,0,0,0,0,0,0.0099003315,0,0,0,0,0.0036850832,0.0036865415,0.0126532055,0.0126472972,0,0,0,0,0.4719998837,0.225081861,0.000371154,0,0.0006511807,0.0009126961,0,0,0,0,0.0005275011,0,0.0062584877,0,0.0031724572,0.0011786819,0.0091969967,0.0006698072,0,0,0.0035660341,0.0169090927,0.0091203488,0.0081737172,0.0009983778,0.0011131167,0.0012889504,0.0004425645
0,0,1,0,0.001399219,0,0,0,0.0099018216,0,0,0,0,0.0021341443,0.0021326279,0.0092870155,0.009288474,0,0,0,0,0.4719998837,0.2248880267,0.0002552183,0,0.0006504357,0.0009119511,0,0,0,0,0.0005066395,0,0.0056833029,0,0.0025898218,0.0011794269,0.0072687864,0.0005301088,0,0,0.0035669655,0.0146104023,0.0072004041,0.0064578722,0.0007927418,0.0008806586,0.0010162592,0.0003471971
0,0,1,0,0.0026017427,0,0,0,0.0099048018,0,0,0,0,0.0007621957,0.0007606659,0.0063065258,0.0063065486,0,0,0,0,0.4719998837,0.2247177958,0.0001673652,0,0.0006519258,0.0009119511,0,0,0,0,0.0004827976,0,0.0051781535,0,0.0020816922,0.0011816621,0.0055618584,0.0004045665,0,0,0.0035647303,0.0125797465,0.0055068638,0.0049414579,0.0006079674,0.0006780028,0.0007748604,0.0002667308
0,0,1,0,0.0036388636,0,0,0,0.0099003315,0,0,0,0,0,0,0.0037237427,0.0037237725,0.0004159058,0.0004204162,0,0,0.4719998837,0.2245709896,0.0001031782,0,0.0006526709,0.0009089708,0,0,0,0,0.0004649162,0,0.0047400594,0,0.0016376376,0.0011794269,0.004080683,0.0002969056,0,0,0.0035664067,0.0108163804,0.0040404964,0.0036265701,0.0004440546,0.0004991889,0.0005692244,0.000192225
0,0,1,0,0.004516542,0,0,0,0.0099003315,0,0,0,0,0,0,0.0015446454,0.0015446838,0.0014106175,0.0014106595,0,0,0.4719998837,0.224447608,5.84268271923065E-005,0,0.0006511807,0.0009119511,0,0,0,0,0.0004500151,0,0.0043749809,0,0.0012636185,0.0011786819,0.0028289855,0.0002067536,0,0,0.0035654753,0.0093294308,0.0028014183,0.0025146059,0.0003069639,0.0003486872,0.000397861,0.0001296401
0,0,1,0,0.0052332878,0,0,0,0.0099018216,0,0,0,0,0,0,0,0,0.0022145365,0.0022160709,0,0,0.4719998837,0.224347353,2.92732771486044E-005,0,0.0006519258,0.0009119511,0,0,0,0,0.0004380941,0,0.0040665269,0,0.0009551644,0.001180172,0.0018075109,0.0001315027,0,0,0.003564544,0.0081133097,0.001789676,0.0016062055,0.0001981854,0.0002220273,0.0002548099,0
0,0,1,0,0.0057891011,0,0,0,0.0099003315,0,0,0,0,0,0,0,0,0.0028336523,0.0028381487,0.0013480346,0.0013539426,0.4719998837,0.2242701054,1.20591800659895E-005,0,0.0006534159,0.0009119511,0,0,0,0,0.0004261732,0,0.003837049,0,0.0007197261,0.001180172,0.0010147691,0,0,0,0.0035647303,0.007170625,0.0010046177,0.0009013573,0.0001117587,0.0001251698,0.000141561,0
0,0,1,0,0.0061884522,0,0,0,0.0099018216,0,0,0,0,0,0,0,0,0.0032726263,0.0032726838,0.0023117955,0.0023131794,0.4719998837,0.2242151499,3.49869206547737E-006,0,0.0006534159,0.0009141862,0,0,0,0,0.000423193,0,0.0036641955,0,0.0005528331,0.0011794269,0.00044927,0,0,0,0.0035651028,0.0064969063,0.0004454982,0.0003995374,0,0,0,0
0,0,1,0,0.0064253807,0,0,0,0.0099018216,0,0,0,0,0,0,0,0,0.0035284425,0.003534476,0.0028789679,0.0028847912,0.4719998837,0.2241826057,4.2569637298584E-007,0,0.0006519258,0.0009119511,0,0,0,0,0.0004187226,0,0.0035658479,0,0.0004500151,0.0011786819,0.0001147389,0,0,0,0.0035649166,0.0060977414,0.0001110602,0,0,0,0,0
0,0,1,0,0.0065028667,0,0,0,0.0099018216,0,0,0,0,0,0,0,0,0.0036146832,0.0036177207,0.0030670816,0.0030669558,0.4719998837,0.2241718173,0,0,0.0006519258,0.000911206,0,0,0,0,0.0004187226,0,0.0035345554,0,0.0004157424,0.0011794269,0,0,0,0,0.0035652891,0.0059615821,0,0,0,0,0,0
0,0,1,0,0.0065028667,0,0,0,0.0099018216,0,0,0,0,0,0,0,0,0.0036146832,0.0036177207,0.0030670816,0.0030669558,0.4719998837,0.2241718173,0,0,0.0006519258,0.000911206,0,0,0,0,0.0004187226,0,0.0035345554,0,0.0004157424,0.0011794269,0,0,0,0,0.0035652891,0.0059615821,0,0,0,0,0,0
